id,repositoryUrl,path,title,content_snippet,my_topic
ADR_024,https://github.com/alphagov/paas-team-manual.git,source/architecture_decision_records/ADR006-rds-broker.html.md,(sem título),"--- title: ADR006 - RDS broker ---  # ADR006: RDS broker  ## Context  We need to provide tenants with the ability to provision databases for use in their applications. Our first iteration of this will be using RDS. We investigated some implementations of a service broker which supported RDS   - [cf platform eng](https://github.com/cf-platform-eng/rds-broker)  - [18F](https://github.com/18F/rds-service-broker)  ## Decision  We will use the [cf platform eng](https://github.com/cf-platform-eng/rds-broker) rds broker. As this is not a supported product, we will fork this and maintain this and implement new features ourselves.  ## Status  Accepted  ## Consequences  We will be maintaining a new service broker, but have a head start on creating it by basing it on an existing service broker. ","technology_choice, data_persistence"
ADR_025,https://github.com/threefoldtech/js-sdk.git,docs/architecture/decisions/0007-payment-for-3bot-deployer.md,7. payment_for_3Bot_deployer,"# 7. payment_for_3Bot_deployer  Date: 2020-09-15  ## Status  Accepted  ## Context  The deployment of 3Bot is not guaranteed to succeed due to network failures or misbehaving of nodes on the grid. Users who pay for a 3Bot reserve capacity and in case of failing to initialize the solution they lose their money (and that capacity won't be usable after payment)  ## Decision  - 3Bot deployer to start with a funded wallet  - when the user wants to create an instance, we create a pool for this instance using the funded wallet for 15 mins (that should be enough for the initialization step). - When we manage to deploy and initialize the 3Bot, we ask the user to extend the lifetime of the 3Bot in the same chatflow - In case of pool extension failure they will be refunded from the explorer   ## Consequences  - Users will guarantee their payment won't be lost. - A small amount of tokens might be lost from our wallet but it guarantees the safety of users payments and successful deployment of their solutions. ",technology_choice
ADR_026,https://github.com/etienneleba/TDD-hexagonal-project.git,Docs/ADRS/2020_12_02_9_35_TECHNICAL.md,Context,"### Context This is the beginning on the project and for the moment all the commit are done on the master branch  ### Decision  Use Gitflow to handle code source and project management.  ### Consequences  Install the gitflow plugin, explain how to contribute to the project with gitflow in the how to contribute documentation file.    ","governance_and_process, technology_choice"
ADR_027,https://github.com/contiamo/operational-visualizations.git,docs/adr/0001-about-cursors.md,1. about-cursors,"# 1. about-cursors  Date: 2019-07-08  ## Status  2019-07-08 proposed  ## Context  In the grid in cell function we recieve `FragmentFrame` which is vertical slice of original `DataFrame` and then when we render visualaisation we iterate through raw data with `mapRows` method of `IterableFrame` and then we need to access some exact value in raw row. One of the ideas on how to do this universally was to use some kind of **cursor**.  Current implementation of **cursor** looks like this  ```tsx export interface ColumnCursor<Name extends string, ValueInRawRow = any> {   (row: RowCursor): ValueInRawRow;   column: Name;   index: number; } ```  so we can access value like this `cursor(row)` or more hacky and optimised way `row[cursor.index]`. Second option is fragile, in case we would want to change implementation of `row` (for example, from row-oriented storage to column-orinted) it will brake in many places (at least we have types, which will make this refactoring easier).  Cursor at the moment can be recieved from ""root"" `DataFrame`, which we think of as source of all derivative `PivotFrame`s and `FragmentFrame`s. Cursors are cached for referential transparency, so if they got passed down to React components, they will not trigger rerender.  **Question** raised in [one of PR](https://github.com/contiamo/operational-visualizations/pull/70/files#diff-2044c7c7ba6c3fbf04dd49cf3cfa68b9R38): Shall we provide `getCursor` functionality in `FragmentFrame`? From one side it may make code simpler, on the other side we need to make sure that `FragmentFrame`s are referentially transperent (which is not the case, for example, for `cell` method) and it will create a lot of copies of the same cursors. We can as well pass reference to ""root"" `DataFrame` along all derivative structures and ""proxy"" `getCursor` method call to it.  ## Decision  At the moment we decided to use proposed version of cursors and adjust it in the future depending if we like DX or not. We will provide `getCursor` method only for `DataFrame` for now, but we can chnage this in the future.  ## Consequences  This decision mainly affects DX. And it is hard to foresee, without trying out in real project ",others
ADR_028,https://github.com/psu-libraries/scholarsphere.git,doc/architecture/decisions/0001-record-architecture-decisions.md,1. Record architecture decisions,"# 1. Record architecture decisions  Date: 2019-11-04  ## Status  Accepted  ## Context  We need to record the architectural decisions made on this project.  ## Decision  We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).  ## Consequences  See Michael Nygard's article, linked above. For a lightweight ADR toolset, see Nat Pryce's [adr-tools](https://github.com/npryce/adr-tools). ",governance_and_process
ADR_029,https://github.com/alphagov/content-data-api.git,docs/arch/adr-007-etl-publishing-api-content-store.md,ADR 007: ETL to populate Content Items' dimension.,"# ADR 007: ETL to populate Content Items' dimension.  26-01-2018  ## Context  As [per this Trello card][1], we want to populate the Content Items' dimension with the latest changes that result of editing content.       ## Decision  Addressing the ETL process for Content Items this way:  1. The first time, we load all the content items via [publishing-api][3]. We retrieve all the content-ids and paths of all the content items that are live. 2. For each Content Item we will get the JSON from the [Content Store][2], and we will extract the attributes that we need to fulfil the immediate needs. We will also persist all the JSON to be able to extract other attributes in the future. 3. On a daily basis, we will be listening to [publishing-api][3] events, in the same way that [Rummager][4] or [Email Alert Service][5] do. Once we receive a change for the content item, we will automatically update the content items dimension with the new approach.  ### Benefits:  1. This is more aligned with GOV.UK architecture. 1. This is very light and efficient. It also embrace simple code as the ETL process for Content Items is almost trivial.  ## Status  Accepted.  [1]: https://trello.com/c/zqcU0x3s/28-3-content-items-find-source-for-content-items [2]: http://github.com/alphagov/content-store [3]: http://github.com/alphagov/publishing-api [4]: http://github.com/alphagov/rummager [5]: https://github.com/alphagov/email-alert-service ",governance_and_process
ADR_030,https://github.com/mahanhz/clean-architecture-example.git,doc/adr/0003-use-spring-framework.md,3. Use Spring framework,"# 3. Use Spring framework  Date: 20-July-2017  ## Status  Accepted  ## Context  We need to build the how part of the application  ## Decision  We will use Springs ecosystem to implement how our application works.  More explicitly we will use Spring Boot, Spring Data and Spring WebMvc.  ## Consequences  Since developers are already familiar with the technology and like ot use it, there is no delay in being productive.  ## Made by  Mahan Hashemizadeh",technology_choice
ADR_031,https://github.com/miquecg/heroes-board-game.git,docs/adr/0003-broadcast-messages.md,Broadcast Messages,"# Broadcast Messages  ## Context and Problem Statement  Heroes can kill nearby enemies on a certain range, but there is no central place in the game that knows every hero position on the board at any time. Each one of them is the source of truth. In order to do that a hero must broadcast the intent to the rest of players. How to send messages to all heroes at once?  ## Decision Drivers  * Less possible changes * Performance is not a concern  ## Considered Options  * `:pg2` - Implement broadcast on top of an `:all_heroes` group * Registry for PubSub * Manager GenServer - Stores and monitors heroes PID * `Supervisor.which_children/1`  ## Decision Outcome  Chosen option: ""`Supervisor.which_children/1`"", because it comes out best.  ## Pros and Cons of the Options  ### `:pg2`  * Good, because it's designed for such use cases * Good, because it's optimized for speed * Bad, because it's an extra application in the release  ### Registry for PubSub  Example: https://hexdocs.pm/elixir/Registry.html#module-using-as-a-pubsub  * Good, because it allows multiple use cases * Bad, because of some extra complexity  ### Manager GenServer  * Good, because it's simple and focused * Bad, because it reimplements existing solutions  ### `Supervisor.which_children/1`  Docs: https://hexdocs.pm/elixir/Supervisor.html#which_children/1  * Good, because it can be done with existing parts of the system * Bad, because of uncertainties if system was to be scaled ",others
ADR_032,https://github.com/guttih/island.is-glosur.git,docs/adr/0001-use-nx.md,Use NX,"# Use NX  - Status: accepted - Deciders: devs - Date: 03.05.2020  ## Context and Problem Statement  We want a monorepo tool to help us to scale development up for multiple projects and teams. It should not be too much in the way, but help us manage code, dependencies and CI/CD.  ## Decision Drivers  * Low complexity and overhead in development. * Fit for our stack. * Optimize CI/CD with dependency graphs and/or caching. * Flexible.  ## Considered Options  * [Bazel] * [Nx] * [Lerna]  ## Decision Outcome  Chosen option: ""Nx"", because:  * It's specially designed around our stack (TypeScript, React, Node.JS, NPM, ESLint, Prettier, Cypress, Jest, NextJS). * It's relatively easy to learn with focused documentation. * It has schematics to generate apps, libraries and components that includes all of our tools. * It is opinionated, which gives us a good base to start developing faster. Many things can still be configured or extended.  ## Pros and Cons of the Options  ### [Bazel]  * Good, because it's created and maintained by Google * Good, because it supports multiple programming languages and platforms. * Bad, because it's difficult to learn, with a custom BUILD files. * Bad, because JS support is hacky.  ### [Nx]  * Good, because it has built in support for our stack. * Good, because it's been around for a while, originating in the Angular world. * Good, because it's designed with best practices for large scale web applications. * Good, because it supports elaborate code generation. * Good, because it helps optimise CI/CD for large projects. * Bad, because it's fairly opinionated. * Bad, because it's an open source project maintained by an agency.  ### [Lerna]  * Good, because it integrates with NPM and Yarn. * Good, because it's used by a lot of open source projects. * Bad, because it's primarily designed for managing and publishing open source projects, not building and deploying large scale applications.  ## Links  * [Why you should switch from Lerna to Nx](https://blog.nrwl.io/why-you-should-switch-from-lerna-to-nx-463bcaf6821)  [Pants]: https://www.pantsbuild.org/ [Bazel]: https://bazel.build/ [Nx]: https://nx.dev/ [Lerna]: https://lerna.js.org/ ",technology_choice
ADR_033,https://github.com/ebi-uniprot/uniprot-rest-api.git,doc/architecture/decisions/0003-spring-framework.md,3. Spring Framework,"# 3. Spring Framework  Date: 2018-08-02  ## Status  Accepted  ## Context  Programming frameworks can promote the productivity of a project; producing smaller code bases, added reliability, additional features (than one would otherwise write themselves), etc.   ## Decision  We have used the [Spring framework](https://spring.io/) within the team for a number of years, and its recent advances in the domain of REST applications makes it an ideal choice.  ## Consequences  As stated by Spring themselves, they are an opinionated framework that guides the design of certain aspects of a codebase. However, these 'opinions' are generally there for the benefit of a project, making it possible to achieve your goal. ",technology_choice
ADR_034,https://github.com/alphagov/content-data-api.git,docs/arch/adr-008-focus-on-english-content.md,ADR 008: Focus on english content in the first iterations.,"# ADR 008: Focus on english content in the first iterations.  28-01-2018  ## Context  Some Content Items are written in different languages, so [Publishing-api][1] will return the `content_id` along with all locales assigned to the Content Item.    ## Decision  Focus on content written in English.  The main reason is that we would need different algorithms and libraries to make our application consistent among all the languages / locales.  If this is a real need, we will support it in future iterations of the Data Warehouse.  ### Benefits:  This makes the codebase simpler.     ## Status  Accepted.  [1]: http://github.com/alphagov/publishing-api ",others
ADR_035,https://github.com/alphagov/email-alert-api.git,docs/adr/adr-005-record-architecture-decisions.md,5. Record architecture decisions,"# 5. Record architecture decisions  Date: 2020-10-21  ## Context  While we have already recorded architectural decisions for this project, there is no guidance to follow for writing new ones. Recently we found that creating a new ADR was [hindered](https://github.com/alphagov/email-alert-api/pull/1441#discussion_r508729384) by wanting to be consistent with the structure of previous ADRs.  ## Decision  We will continue to use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions.  We will adopt a structure for future ADRs that matches this document - the exemplar in [our Rails app conventions](https://docs.publishing.service.gov.uk/manual/conventions-for-rails-applications.html#documenting-your-decisions). We will not change how the files are named, to avoid breaking links that were never expected to change.  ## Status  Accepted  ## Consequences  ADRs preceding this one will have an inconsistent format to the ones that follow this. ",governance_and_process
ADR_036,https://github.com/globtec/phpadr.git,docs/arch/0001-documenting-architecture-decisions.md,1. Documenting architecture decisions,"# 1. Documenting architecture decisions  Date: 2018-02-11  ## Status  Accepted  ## Context  Record certain design decisions for the benefit of future team members as well as for external oversight.  ## Decision  Use Architecture Decision Records (ADR), that is a technique for capturing important architectural decisions, along with their context and consequences as described by [Michael Nygard](https://twitter.com/mtnygard) in his article: [Documenting Architecture Decisions](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).  ## Consequences  See Michael Nygard's article, linked above.",governance_and_process
ADR_037,https://github.com/ministryofjustice/hmpps-interventions-ui.git,doc/architecture/decisions/0012-use-feature-flags-for-in-progress-features.md,12. Use feature flags for in-progress features,"# 12. Use feature flags for in-progress features  Date: 2021-09-13  ## Status  Accepted  ## Context  There are a few reasons we might not want to put a new feature in front of users as soon as it's been merged into the `main` branch:  - The API might not be up-to-date with the latest version of the UI (and vice versa) - because we're building the UI and API side of the service independently, there are times when the two may be out of sync: an endpoint may not yet be providing all the data we need; the backend functionality may not be finished at the time of writing the UI code. - We want to satisfy the Pact contracts between the two sides of the service but not use the new data structure until the UI has been updated. - The new functionality may need to be further tested (either with users by developers) and iterated upon before release. - We want to keep Pull Requests as small as possible so they're quick to review and it's easy to make changes - this means we'd want to merge smaller chunks of work at a time, which might not be ready for users. - We want to test interactions between systems (e.g. the Community API) on the Development environment but not release these changes to the public.  ## Decision  Any features or behaviour that isn't ready to be interacted with by users will be placed behind a config-based feature flag, configured in `server/config.ts`, e.g. as below: ``` features: {   previouslyApprovedActionPlans: get('FEATURE_PREVIOUSLY_APPROVED_ACTION_PLANS', 'false') === 'true', } ```  This can then be turned on for each environment by adding the environment variable (e.g. `FEATURE_PREVIOUSLY_APPROVED_ACTION_PLANS`) to the intended environment.  We'll usually want to enable this for the development environment and test environment, possibly the pre-prod environment but not the production environment.  Before deploying the changes to the production environment, it's a good idea to double check the configuration is as expected e.g. by checking it's hidden in the pre-production environment.  Once the feature is ready to be interacted with by users, we'll remove the feature flag from the UI configuration.  ## Consequences  - Pull requests can be kept small and self-contained, as we don't need to release a whole feature at once, and there's no risk of it being visible to users. - We can test functionality on the development environment without these changes being deployed to production. - We can release changes to the contracts between the UI and API but keep existing functionality working until both are in sync. - We can test functionality in User Research sessions without it being on the production environment.  There's a small overhead involved in setting up the config and testing it's visible or not on the desired environment. ",governance_and_process
ADR_038,https://github.com/ASethi93/james.git,src/adr/0002-make-taskmanager-distributed.md,2. Make TaskManager Distributed,"# 2. Make TaskManager Distributed  Date: 2019-10-02  ## Status  Accepted (lazy consensus)  ## Context  In order to have a distributed version of James we need to have an homogeneous way to deal with `Task`.  Currently, every James nodes of a cluster have their own instance of `TaskManager` and they have no knowledge of others, making it impossible to orchestrate task execution at the cluster level. Tasks are scheduled and ran on the same node they are scheduled.  We are also unable to list or access to the details of all the `Task`s of a cluster.  ## Decision  Create a distribution-aware implementation of `TaskManager`.  ## Consequences   * Split the `TaskManager` part dealing with the coordination (`Task` management and view) and the `Task` execution (located in `TaskManagerWorker`)  * The distributed `TaskManager` will rely on RabbitMQ to coordinate and the event system to synchronize states ","technology_choice, microservices_and_modularity"
ADR_039,https://github.com/scheduleonce/once-ui.git,docs/adr/0005-publish-the-library-on-npm.md,5. Publish the library on npm,# 5. Publish the library on npm  Date: 2018-12-21  ## Status  Accepted  ## Context  Need to find a way for developers to import this library into their own projects.  ## Decision  We will use npm to publish the library privately in [MyGet](https://www.myget.org) (a 3rd party npm compatible registry)  ## Consequences  Importing the library is as easy as running `npm install @oncehub/ui`,technology_choice
ADR_040,https://github.com/dante-ev/docker-texlive.git,docs/adr/0002-provide-all-packages.md,Provide all packages,"# Provide all packages  ## Context and Problem Statement  Should the Docker image include all packages or a subset of the packages?  ## Considered Options  * Provide all packages * Provide a subset of packages * Provide a minimal set of packages and use [texliveonfly](https://ctan.org/pkg/texliveonfly)  ## Decision Outcome  Chosen option: ""Provide all packages"", because   * texliveonfly does not work on all packages * speeds-up compilation time (because no additional download)  We accept that the final image is ~2GB of size. ",others
ADR_041,https://github.com/avniproject/openchs-adr.git,decisions/0012-create-a-generic-relationship-framework-to-link-between-mother-and-child.md,12. Create a generic relationship framework to link between mother and child,"# 12. Create a generic relationship framework to link between mother and child  Date: 2018-05-28  ## Status  Accepted  ## Context  During a delivery for a mother in the mother program, we will need to create one or more new children. Filling in details during delivery and during PNC visits will need switching between them easy.   At the same time, we are also thinking of creating the concept of a family. Here, the individuals of a family will be linked to the head of the household through a relationship.   We need the modeling of a relationship to be a generic structure that can support both these use cases.   ## Decision  Create an option to map relationships between individuals, with relationship being a concept orthogonal to families. Relationships between individuals can be anything (family relationships, or even relationships to ASHA worker etc if required).   Relationships will be two-way with different values between the two. We will not build (atleast for now) the ability to automatically deduce transitive relationships.   ## Consequences  Support for family can be turned off if it is not required for an organisation.  Development for the family feature and mother-child linking can happen in parallel without dependencies.  There will be individuals that are related, but are not part of the same family. It is possible that some of them are not part of any family. The user is expected to do this manually.  ",others
ADR_042,https://github.com/openmrs/openmrs-rfc-frontend.git,text/0030-link-system.md,Link System,"# Link System - Start Date: 2021/10/21 - RFC PR: https://github.com/openmrs/openmrs-rfc-frontend/pull/30  ## Decision, including impact on distributions  We will extend the extension system to have support specific to links.  We will allow a new property of the `setupOpenMRS` return object, called `links`. It will be an array of objects which contain - `id`: Identifies the link - `label`: The text that should appear on the link - `to` (optional): The target path or URL. Can include `${variables}` which will be interpolated from `openmrsBase`, `openmrsSpaBase`, or the extension props - `onClick` (optional): A click handler. Receives extension props as its second argument - `menu` or `menus` (optional): Names of menus to attach the link to - `offline`, `online`, and `meta` (optional): As in extensions.  ```ts function setupOpenMRS() {   return {     pages: [],     extensions: [],     links: [{       id: ""Patient list link"",        label: () => t(""patientList"", ""Patient List""),       to: ""${openmrsSpaBase}/patient-list"",       onClick: (e) => { console.log(""Clicked button "" + e.button); }       menu: 'App menu',     }]   } } ```  We will define a new React component, `Menu` (along with framework-independent functions that would support it). `Menu` would work exactly like `ExtensionSlot`, but only for Links.  ```ts function Menu(props: { name: string, state?: object }); ```  We will extend the configuration system so that every Menu supports the same configuration options as ExtensionSlots.  The `configure` value will support only the key `openInNewTab`. `openInNewTab` will default to `true` for external links, `false` otherwise. When `true`, it will add `target=""_blank""` to the link. If the link is an external link, it will also add `rel=""noopener noreferrer""`.  Menu configuration will also support one additional key, `links`, which would allow an implementer to add arbitrary links to the Menu:  ```json {   ""@openmrs/esm-primary-navigation-app"": {     ""menus"": {       ""App menu"": {         ""add"": [""Patient list link""],         ""remove"": [""Provider management link""],         ""order"": [""Home page link"", ""Patient list link""],         ""links"": [{           ""label"": ""Home"",           ""to"": ""${openmrsSpaBase}/home""         }],         ""configure"": {           ""Patient list link"": {             ""openInNewTab"": true           }         }       }     }   } } ```  For links created using `links`, the link label is the ID.  ## Reason for decision  - We have a proliferation of trivial ""link"" extensions, which all share   approximately the same simple structure. - Link styling should be left up to the slot/menu. This enforces that   links are not bringing their own CSS classes. - We already have an extension system wiring things together, so this   won't add much complexity to it. - All menu-like UI elements should be configurable. At present, developers   add configurability to menus in various ad-hoc ways, or they leave the   menu unconfigurable.  ## Alternatives  - Continue making link extensions and solving the configurability problem   each time. - To solve the configurability problem, you could create a feature in   a module (or a new module) where you can create new   link-like extensions via the config schema. In the config, give it a   label, a target, and a slot (or slots) to attach to, and it will create   the link as an extension and attach it to that slot. This solves the   configurability problem for menu-like slots. It does not, however,   create a common abstraction for defining link-like extensions in code.   It also would be defining new extensions based on the config, which   would create interdependency between config and extensions in the load   process. This may have consequences for performance. - To create a common abstraction for defining link-like extensions in code,   you could simply define a generic link-like extension generator in   esm-framework, which produces the expected type of extension. - Another solution to solve the configurability problem would be to create   some abstraction for use at the slot level, which both generates part of a   config schema, and wraps the slot. This would probably not be very elegant,   and config schema generation is a kind of abstraction and complexity that   we have not yet broached.  ## Common practices (not enforced)  In the patient chart and the offline tools, we create pages and links together as extensions. The link is the extension component, and the page is created using the extension meta. In this paradigm, those extensions would use the `createLinkExtension` function to create their link components, and would otherwise be unaffected. ",others
ADR_043,https://github.com/wangyyovo/oklog.git,doc/arch/adr-001-multitenancy.md,ADR 1: Multitenancy,"# ADR 1: Multitenancy    We propose to add features OK Log to make it suitable for multi-tenant  environments.    ## Context    System operators often run shared infrastructure for different workloads. For  example, a single Kubernetes cluster may serve multiple departments in an  organization, none of whom should need to know about the others.    OK Log as it exists today (v0.3.2) assumes all users (both producers and  consumers) are part of the same global namespace, and provides no way to  segment ingestion or querying.    We have at least one interesting use case, with one potential user, where  multi-tenanancy would be a requirement.    ## Decision    Motivated by this new use case, we judge that adding multi-tenant features, in  addition to a handful of other longstanding feature requests, would push OK Log  in a useful direction.    The initial set of issues include:    - [Add first-class concept of topics](https://github.com/oklog/oklog/issues/113)  - Separate indexer layer for faster queries  - [Move to length-delimited records](https://github.com/oklog/oklog/issues/112)  - [Extend record identifier](https://github.com/oklog/oklog/issues/114)  - [Long-term storage](https://github.com/oklog/oklog/issues/115)    Additional issues may be filed, and these issues may be refactored or dropped  outright depending on the result of experimentation.    ## Status    April 3, 2018: Accepted.    ## Consequences    We hope adding these features will make OK Log more broadly useful, even in  non-multi-tenant environments. However, some features will likely introduce  incompatibility between older and newer versions of OK Log, making in-place  upgrades difficult or impossible. We will mark any such changes with a major  version bump.  ",microservices_and_modularity
ADR_044,https://github.com/guardian/dotcom-rendering.git,dotcom-rendering/docs/architecture/004-emotion.md,Emotion,"# Emotion  ## Context  Using a CSS-in-JS library will allow us to scope styles to a component. Popular CSS-in-JS libraries include Styled Components, Emotion and Styletron.  Styletron generates atomic CSS, guaranteeing the smallest possible CSS output. However, it does not support language features that cannot be atomised, such as nesting and sibling selectors.  Styled Components and Emotion support more complex features and have a similar API (composing styled components using the `styled()` method). Emotion additionally supports adding styles to the `css` prop on React components. It is also smaller (5.66KB Gzipped vs 16.27KB for styled-components).  ## Decision  We will use Emotion as our CSS-in-JS library.  ## Status  Approved ",technology_choice
ADR_045,https://github.com/jmoratilla/devops-challenge.git,doc/adr/0010-feat-ci-cd-with-circleci.md,10. feat-ci-cd-with-circleci,"# 10. feat-ci-cd-with-circleci  # 8. feat-about-cicd  Date: 2020-02-20  ## Status  Draft  ## Context  Time to work on the CI/CD solution.  I need a job manager to build, test and deploy the apps to the kubernetes  cluster.  I know there is a lot of documentation about jenkins, but I have been working in the last years with other solutions like:  * SolanoCI (now closed) * CircleCI  So I need to see if there is a way to use my knowledge in CircleCI or not.   Besides, CircleCI has a free plan very useful for testing.  I know there is a jenkins-x product, but I don't have a clear idea about  it.  I installed it and spent couple of hours to make it work (jx) but I got  an error downloading kops, and I couldn't go further.    ## Decision  Try first with CircleCI to see if I can deploy the apps to kubernetes.  As I'm using a monorepo, all the apps are within the same repository, so we  cannot separate the building process of each microservice.  All them will be  build and deployed as one.  But if nothing has change in the app, then the building process will be faster.  Testing will be peformed on all apps secuentially, and some tests could be  performed on all services without implementing mockups.  This way, when a event is received by the CI, a script will be executed to   execute the actions on each app.     ## Consequences  ","infrastructure_and_deployment, technology_choice"
ADR_046,https://github.com/jdanil/skunkworks.git,docs/decision-log/fonts.md,Fonts,"# Fonts  ## Decision  Prefer system fonts, otherwise use variable fonts.  ```css @font-face {   font-display: fallback; } ```  ## Rationale  ## Resources  - [Controlling Font Performance with Font Display](https://developers.google.com/web/updates/2016/02/font-display) ",others
